Nome Completo;Nome Urna;Cargo;Número;Partido
IVANISE MARIA DE SOUSA GIAMPAGLIA;IVY BOMBEIRA;Deputado Estadual;90193;PROS
FERNANDA DE MORAES DA SILVA;IYÁ FERNANDA DE MORAES;Deputado Estadual;40412;PSB
IZABEL CRISTINA DA SILVA ANDRE;IZABEL CRISTINA;Deputado Estadual;11350;PP
IZAQUE JOSÉ DA SILVA;IZAQUE SILVA;Deputado Estadual;22567;PL
JURANDIR FERREIRA SILVA;J FERREIRA;Deputado Estadual;70050;AVANTE
JOAO BATISTA DO PRADO;JACK;Deputado Estadual;44125;UNIÃO
JACQUELINE MARINO FERNANDES DA SILVA;JACQUELINE SILVA;Deputado Estadual;36336;AGIR
JAE KRUN PARK KIM;JAEH KIM;Deputado Estadual;19888;PODE
JAIME DA SILVA;JAIMINHO XERIFE DA SAÚDE;Deputado Estadual;40991;PSB
JAIRO ANZILEIRO;JAIRO;Deputado Estadual;12666;PDT
JAIRO DOS SANTOS;JAIRO SANTOS FAMÍLIA ANIMAL;Deputado Estadual;19007;PODE
JAMIL AKIO ONO;JAMIL ONO;Deputado Estadual;77566;SOLIDARIEDADE
JANAINA CRISP GIULIANO CAVALCANTE;JANA CRISP;Deputado Estadual;36013;AGIR
JANAINA BASTOS DE OLIVEIRA;JANAINA BASTOS;Deputado Estadual;35088;PMB
JANDYRA MASSUE UEHARA ALVES;JANDYRA UEHARA;Deputado Estadual;13654;PT
JANDILENE PEREIRA DE LIMA GALVÃO;JANE GALVÃO;Deputado Estadual;90077;PROS
JANETE ROCHA PIETÁ;JANETE PIETÁ;Deputado Estadual;13877;PT
JAQUELINE LILIAN BARCELOS COUTINHO;JAQUELINE COUTINHO;Deputado Estadual;15180;MDB
JASPE LOPES BASTOS;JASPER-ELIZEU BANCADAECOLÓGICA;Deputado Estadual;50007;PSOL
JEAN CARLOS HERZOGENRATH DE BRITO;JEAN BRITO;Deputado Estadual;70001;AVANTE
JEFERSON MODESTO SILVA;JEFERSON MODESTO JÉ;Deputado Estadual;11000;PP
GILBERTO JEFFERSON DE BARROS;JEFFERSON BARROS;Deputado Estadual;12750;PDT
JEFFERSON DE JESUS NOGUEIRA;JEFFERSON NOGUEIRA;Deputado Estadual;90555;PROS
JEFFERSON RODRIGO GOMES DA SILVA;JEFFERSON RODRIGO;Deputado Estadual;12014;PDT
JÉSUA DE LIMA FERREIRA DA SILVA;JÉSUA LIMA;Deputado Estadual;36021;AGIR
VALDENOR DE JESUS GONÇALVES FONSECA;JESUS;Deputado Estadual;70100;AVANTE
MARCOS JESUS DOS SANTOS;JESUS E MANDATO POPULAR;Deputado Estadual;65010;PC do B
JOSUÉ GONÇALVES;JÔ DO ALHO;Deputado Estadual;12234;PDT
JOAB LIRA DA SILVA;JOAB LIRA;Deputado Estadual;36456;AGIR
JOANA CATHARINA ALVES DE SOUZA;JOANA CATHARINA;Deputado Estadual;20115;PSC
JOÃO AGUIAR RIBEIRO;JOÃO AGUIAR;Deputado Estadual;40134;PSB
JOÃO ALFREDO DE OLIVEIRA;JOÃO ALFREDO;Deputado Estadual;13413;PT
JOÃO ALVES VIEIRA;JOÃO ALVES;Deputado Estadual;15980;MDB
JOÃO CARLOS CARAMEZ;JOÃO CARAMEZ;Deputado Estadual;40133;PSB
JOÃO CÉSAR DE MORAES;JOÃO CÉSAR;Deputado Estadual;22030;PL
JOÃO GABRIEL COELHO;JOÃO COELHO;Deputado Estadual;80080;UP
JOÃO DA CONCEIÇÃO SILVA PAP;JOÃO DA CONCEIÇÃO SILVA;Deputado Estadual;35099;PMB
JOÃO DA CONCEIÇÃO SILVA PAP;JOÃO DA CONCEIÇÃO SILVA;Deputado Estadual;35099;PMB
JOÃO JORGE FADEL FILHO;JOÃO FADEL;Deputado Estadual;11111;PP
JOÃO VESTIM GRANDE;JOÃO GRANDE;Deputado Estadual;30300;NOVO
JOÃO GUILHERME BENETTI RAMOS;JOÃO GUILHERME;Deputado Estadual;13019;PT
JOÃO VICTOR MATTA DIAS FERREIRA;JOÃO MATTA;Deputado Estadual;12120;PDT
JOAO BATISTA DE OLIVEIRA;JOÃO OLIVEIRA;Deputado Estadual;36222;AGIR
JOAO BATISTA ROCHA;JOÃO ROCHA;Deputado Estadual;44445;UNIÃO
JOEL DE OLIVEIRA;JOEL DE OLIVEIRA;Deputado Estadual;28433;PRTB
JOEL MOREIRA PASSOS JUNIOR;JOEL JUNIOR;Deputado Estadual;43773;PV
JOAQUIM MARCELINO JOFFRE NETO;JOFFRE NETO;Deputado Estadual;12412;PDT
JOHN GOKI KAGE;JOHN KAGE (JK);Deputado Estadual;20202;PSC
HANGELBRT PIRES SOARES;JOHNNY SOARES;Deputado Estadual;70999;AVANTE
JONES DONIZETTE SOBRINHO;JONES DONIZETTE;Deputado Estadual;77010;SOLIDARIEDADE
JORGE DE JESUS OLIVEIRA;JORGE ALFREDO;Deputado Estadual;51545;PATRIOTA
JORGE DURAN GONÇALEZ;JORGE DURAN;Deputado Estadual;70900;AVANTE
JORGE LUIS DE SOUZA RODRIGUES;JORGE RODRIGUES;Deputado Estadual;10060;REPUBLICANOS
JORGE SAMPAIO DA SILVA;JORGE SAMPAIO;Deputado Estadual;70709;AVANTE
JORGE TADEU MUDALEN;JORGE TADEU;Deputado Estadual;44222;UNIÃO
JORGE JERONIMO TEIXEIRA DOS SANTOS;JORGE TREINADOR;Deputado Estadual;77757;SOLIDARIEDADE
JORGE WILSON GONÇALVES DE MATTOS;JORGE WILSON XERIFE CONSUMIDOR;Deputado Estadual;10000;REPUBLICANOS
JORGILENE ALVES SILVA;JORGILENE;Deputado Estadual;33246;PMN
JORGE MOTTA CARNEIRO;JORGINHO;Deputado Estadual;36033;AGIR
JORGE MOTA DE OLIVEIRA JUNIOR;JORGINHO MOTA;Deputado Estadual;36006;AGIR
JORGE FERREIRA BENTO;JORJÃO;Deputado Estadual;28722;PRTB
JORGE CLAUDIO ANSELMO;JORJÃO DO GUETO;Deputado Estadual;35533;PMB
JOSE CICERO FERNANDES DA SILVA;JORNALISTA CICERO FERNANDES;Deputado Estadual;36890;AGIR
ROGÉRIO SILVA DE SOUZA;JORNALISTA ROGÉRIO SOUZA;Deputado Estadual;51510;PATRIOTA
JOSEMUNDO DARIO QUEIROZ;JOSA QUEIROZ;Deputado Estadual;13616;PT
JOSÉ ALENCAR GALVÃO;JOSÉ ALENCAR;Deputado Estadual;30012;NOVO
JOSE BISPO DOS SANTOS FILHO;JOSE BISPO FILHO;Deputado Estadual;19400;PODE
JOSE CARLOS STANGARLINI;JOSE CARLOS STANGARLINI;Deputado Estadual;45133;PSDB
JOSÉ CARLOS DA SILVA;JOSÉ LAMBARI;Deputado Estadual;33121;PMN
JOSÉ DOMINGOS SANTOS RIBEIRO;JOSÉ LEITE F FISCAL DO POVO;Deputado Estadual;33383;PMN
JOSE DE OLIVEIRA LEME FILHO;JOSE LEME;Deputado Estadual;36779;AGIR
JOSE SILVA LIMA;JOSÉ LIMA DO TRANSPORTE;Deputado Estadual;36260;AGIR
JOSÉ LUIZ DE LIMA;JOSÉ LUIZ;Deputado Estadual;70977;AVANTE
JOSÉ MACENA DA SILVA FILHO;JOSE MACENA;Deputado Estadual;28741;PRTB
JOSELITO DE SOUSA LIMA;JOSELITO SOUSA;Deputado Estadual;19153;PODE
BRIAN VANDERSON FERREIRA LEME;JOVEM BRIAN;Deputado Estadual;51100;PATRIOTA
ELIAS PEREIRA FREITAS DA SILVA JUNIOR;JR FREITAS;Deputado Estadual;40700;PSB
JURANDI SOARES GUIMARÃES;JÚ GUIMARÃES;Deputado Estadual;30900;NOVO
JULIANA GORGA SALVETTI;JU SALVETTI;Deputado Estadual;18016;REDE
JUAN RAMON SOTO;JUAN SOTO;Deputado Estadual;44447;UNIÃO
JUAREZ PEREIRA DA SILVA;JUAREZ PEREIRA;Deputado Estadual;44440;UNIÃO
JOAQUIM ALVES PINHEIRO;JUCA PINHEIRO;Deputado Estadual;33699;PMN
JUCIANE APARECIDA DA CUNHA;JUCIANE CUNHA;Deputado Estadual;22290;PL
JUCILENE DE JESUS LIMA;JUJUBINHA;Deputado Estadual;36101;AGIR
JULIANA SOARES DE PAULA;JULIANA DE PAULA;Deputado Estadual;55135;PSD
JULIANA FRAGA E SILVA DE SOUZA;JULIANA FRAGA;Deputado Estadual;13222;PT
JULIANA MARA DA SILVA SPADA;JULIANA SPADA;Deputado Estadual;19077;PODE
JULIANO MALAQUIAS BOTELHO;JULIANO BOTELHO;Deputado Estadual;40444;PSB
JULIANO MERKES;JULIANO MERKES;Deputado Estadual;36003;AGIR
JÚLIO CESAR FUZARI;JULINHO FUZARI;Deputado Estadual;20456;PSC
JULIO CESAR DA COSTA CAIRES FILHO;JULIO CAIRES;Deputado Estadual;90000;PROS
JULIO CESAR PEREIRA DE SOUZA;JULIO CESAR;Deputado Estadual;22012;PL
JULIO CEZAR DE ANDRADE;JULIO DO QUILOMBO PERIFÉRICO;Deputado Estadual;50020;PSOL
JULIO CESAR FREITAS ROCHA;JULIO ROCHA;Deputado Estadual;35077;PMB
JULIO AURELIANO DA SILVA;JÚLIO TÔNICO COVAS;Deputado Estadual;35622;PMB
JULIO CESAR DE OLIVEIRA;JULIO VALVASSORI;Deputado Estadual;45219;PSDB
JOÃO TEIXEIRA JUNIOR;JUNINHO DA PADARIA;Deputado Estadual;51900;PATRIOTA
VALTER FAUSTINO MARTINS JUNIOR;JUNINHO MARTINS;Deputado Estadual;20611;PSC
AGNALDO ALVES PEREIRA;JUNINHO STYLO;Deputado Estadual;33136;PMN
LUIZ GUEDES DE ALENCAR JUNIOR;JUNIOR BOULOS COLETIVO DE PR;Deputado Estadual;50567;PSOL
BENEDITO DE VITTO JUNIOR;JÚNIOR DE VITTO;Deputado Estadual;44707;UNIÃO
EDNE JOSE PIFFER JUNIOR;JUNIOR PIFFER;Deputado Estadual;22700;PL
ANTONIO CARLOS RODRIGUES TEIXEIRA JUNIOR;JUNIOR TEIXEIRA;Deputado Estadual;40570;PSB
LUIS DONIZETTI VAZ JUNIOR;JUNIOR VAZ;Deputado Estadual;20022;PSC
ANDRE RICARDO DE SOUZA;JURUNA;Deputado Estadual;18456;REDE
JUSSARA APARECIDA FERNANDES;JUSSARA FERNANDES;Deputado Estadual;12600;PDT
JUVENIL DE ALMEIDA SILVERIO;JUVENIL SILVERIO;Deputado Estadual;55654;PSD
KAIQUE CARDOSO VICENTE;KAIQUE VICENTE;Deputado Estadual;30003;NOVO
KAISON ROBERTO ALVES;KAISON ALVES;Deputado Estadual;35322;PMB
CARLOS CESAR ARCOLINO;KAKÁ (CARLOS CESAR);Deputado Estadual;45451;PSDB
ALVARO COSTA VIEIRA;KAKÁ - ÁLVARO COSTA;Deputado Estadual;19999;PODE
KAREN LIMA VIEIRA;KAREN PROCURADORA;Deputado Estadual;22011;PL
KARINA CRISTINA DE OLIVEIRA SILVA SOARES;KARINA;Deputado Estadual;70970;AVANTE
KARINA PAULA DE SOUZA OLIVEIRA MARTINS;KARINA DA FAMILIA;Deputado Estadual;14714;PTB
MITUO TAKAHASI;KATIÁ;Deputado Estadual;11345;PP
KATIA REGINA ROSA GOMES;KATIA DO SOCIAL;Deputado Estadual;14113;PTB
KATIA REGINA RODRIGUES;KATIA RODRIGUES;Deputado Estadual;28016;PRTB
KEILA PEREIRA FRANCISCO;KEILA PEREIRA;Deputado Estadual;65400;PC do B
KEITCHELE LIMA DA SILVA;KEIT LIMA;Deputado Estadual;50300;PSOL
LUIZA KELLI KEIKO VIEIRA HATSUGA;KELLY KEIKO;Deputado Estadual;44665;UNIÃO
QUELEN HELOISA DOS SANTOS VANDERLEI;KELLY LUIZA;Deputado Estadual;19987;PODE
KELLY SANTOS MULLER;KELLY SANTOS;Deputado Estadual;70002;AVANTE
KELLY VESCO MOZZONE;KELLY VESCO;Deputado Estadual;70088;AVANTE
EZEQUIEL DE SOUZA DAMASCENO;KIEL DAMASCENO;Deputado Estadual;11555;PP
MARCO ANTONIO ALVES JORGE;KIM;Deputado Estadual;12003;PDT
KLEBER ADELIPIO BARROS SANTOS;KLEBER;Deputado Estadual;36636;AGIR
KLEBER CABRAL;KLEBER CABRAL;Deputado Estadual;19500;PODE
KLEBER FERREIRA MARUXO;KLEBER MARUXO;Deputado Estadual;11900;PP
VALDIRENE SANTOS DA SILVA;KUKA;Deputado Estadual;35789;PMB
ISRAEL SAMPAIO DE LACERDA FILHO;LACERDA FILHO;Deputado Estadual;77678;SOLIDARIEDADE
LAELSON DA PAZ DE OLIVEIRA;LAELSON;Deputado Estadual;70730;AVANTE
LAERCIO BENKO LOPES;LAERCIO BENKO;Deputado Estadual;35000;PMB
LAERTE VANDERLEY CORNELIO;LAERTE PEDREIRO;Deputado Estadual;77567;SOLIDARIEDADE
LARA EUNICE SANTOS BARBOSA;LARA BARBOSA;Deputado Estadual;40540;PSB
LARISSA FORJANES DOS SANTOS;LARISSA FORJANES;Deputado Estadual;19013;PODE
LARISSA MACHADO LEONETTI;LARISSA MACHADO;Deputado Estadual;29129;PCO
LAURA HIROMI KAMIA;LAURA KAMIA;Deputado Estadual;55077;PSD
LUIZ CARLOS DE FREITAS;LAYFT;Deputado Estadual;36177;AGIR
LETÍCIA DA SILVA GUEDES;LÊ GUEDES;Deputado Estadual;11200;PP
LEANDRO JERONIMO BASSON;LEANDRO BASSON;Deputado Estadual;20500;PSC
LEANDRO VIEIRA DE LIMA;LEANDRO CANAÃ;Deputado Estadual;70007;AVANTE
LEANDRO CALDAS DE CASTRO;LEANDRO CASA DO UNIVERSITARIO;Deputado Estadual;90198;PROS
LEANDRO JOSE DE SOUZA DUQUE;LEANDRO DUQUE;Deputado Estadual;16161;PSTU
LEANDRO FRANCOIS DE ALMEIDA;LEANDRO FRANCOIS;Deputado Estadual;23451;CIDADANIA
LEANDRO JANUARIO DE OLIVEIRA;LEANDRO JANU;Deputado Estadual;30002;NOVO
LEANDRO DE JESUS;LEANDRO JESUS;Deputado Estadual;11470;PP
LEANDRO CALDEIRA NAVA;LEANDRO NAVA;Deputado Estadual;44411;UNIÃO
LEANDRO ALVES;LEANDRO PATRIOTA;Deputado Estadual;20038;PSC
LEANDRO CÂNDIDO SOARES;LEANDRO SOARES;Deputado Estadual;13290;PT
LECI BRANDÃO DA SILVA;LECI BRANDÃO;Deputado Estadual;65035;PC do B
CARLOS ALEXANDRE VIANNA SOARES;LECO SOARES;Deputado Estadual;19700;PODE
ELIETE DE MIRANDA MACHADO;LEI BRENDON RENATO;Deputado Estadual;70017;AVANTE
LEIDE MENGATTI;LEIDE MENGATTI;Deputado Estadual;40112;PSB
LEILA BEDANI FERREIRA;LEILA BEDANI;Deputado Estadual;45452;PSDB
MARIA HELENA DE CARVALHO;LENINHA PROFESSORA;Deputado Estadual;50666;PSOL
WANDERLENE IEDA BACARO DE BRITO;LENY BÁCARO;Deputado Estadual;22566;PL
ALAELSON ALVES DA SILVA;LÉO ALVES;Deputado Estadual;14013;PTB
MANOEL JOSÉ DA SILVA;LÉO DAS FLORES;Deputado Estadual;12366;PDT
LENILSON ALVES DE LIMA;LÉO LIMA;Deputado Estadual;20322;PSC
LEONARDO LORO MARTINS PINTO;LEO MARTINS;Deputado Estadual;12645;PDT
OCIMAR DONIZETI LEO OLIVEIRA;LEO OLIVEIRA;Deputado Estadual;15123;MDB
LEONARDO FRANCISCO SAMPAIO DE SOUZA FILHO;LÉO SAMPAIO;Deputado Estadual;15051;MDB
LEONARDO DE SIQUEIRA LIMA;LEO SIQUEIRA;Deputado Estadual;30600;NOVO
ANDERSON LEONARDI POLTRONIERI GONÇALVES;LEONARDI;Deputado Estadual;27423;DC
LEONE LUIZ DE FARIA JUNIOR;LEONE FARIA;Deputado Estadual;30001;NOVO
LEONICE ALVES DA PAZ;LEONICE DA PAZ;Deputado Estadual;10099;REPUBLICANOS
LEONORA DA SILVA PÉRICO;LEONORA PÉRICO;Deputado Estadual;12111;PDT
LETICIA AGUIAR RESENDE ALVES;LETÍCIA AGUIAR;Deputado Estadual;11022;PP
LETICIA CRISTINA DA SILVA;LETICIA CRISTINA;Deputado Estadual;44130;UNIÃO
LEWIS SAWINSKI DE ALMEIDA;LEVI;Deputado Estadual;19660;PODE
LUIS HENRIQUE ARAUJO;LICA DI ARAÚJO;Deputado Estadual;19220;PODE
LIGIA MENDES DA SILVA;LIGIA MENDES;Deputado Estadual;80000;UP
ELISANGELA RODRIGUES DE SOUSA;LILA DE SOUSA;Deputado Estadual;12126;PDT
LILIANE HELENA BARBOSA CHIARELLI;LILI CHIARELLI;Deputado Estadual;10318;REPUBLICANOS
LILIANE MARIA DA SILVA PAES;LILI PAES;Deputado Estadual;14567;PTB
LILIAN DA COSTA FARIAS;LILIAN COSTA;Deputado Estadual;90709;PROS
LILIAN APARECIDA DE PAULA;LÍLIAN DE PAULA;Deputado Estadual;15133;MDB
LILIAN CRISTINA DOS SANTOS FARIA;LILIAN DINIZ;Deputado Estadual;18199;REDE
MARCELINO SILVA;LINO KHALIFA;Deputado Estadual;14701;PTB
ADELINO CASTELLEIRO FILHO;LINUS;Deputado Estadual;35722;PMB
LISETE GOMES DAS NEVES;LISETE NEVES;Deputado Estadual;40457;PSB
LIVIA MARIA RODRIGUES FIDELIX DA CRUZ;LIVIA FIDELIX;Deputado Estadual;28128;PRTB
LEDIVAN LOPES SEABRA;LOPES DA SAÚDE;Deputado Estadual;28963;PRTB
LOURIVAL RODRIGUES DA SILVA;LOURIVAL BEM VIVER;Deputado Estadual;27303;DC
LOURIVAL TORRES;LOURIVAL TORRES LOURO;Deputado Estadual;33766;PMN
LUZIMAR BARBOSA DA SILVA;LU DO ROSANA;Deputado Estadual;23001;CIDADANIA
LUANA SILVA QUEIROZ;LUANA QUEIROZ;Deputado Estadual;28286;PRTB
LUCAS ANTUNES;LUCAS ANTUNES;Deputado Estadual;14244;PTB
LUCAS DIEZ BOVE;LUCAS BOVE;Deputado Estadual;22500;PL
LUCAS DE OLIVEIRA CARDOSO;LUCAS CARDOSO;Deputado Estadual;40153;PSB
LUCAS MARCOLINO CORTEZ DOS SANTOS;LUCAS DA SAÚDE;Deputado Estadual;90354;PROS
LUCAS DE ASSIS COSTA;LUCAS DO LICEU;Deputado Estadual;11456;PP
LUCAS MARIANO DE CAMPOS;LUCAS MARIANO;Deputado Estadual;28765;PRTB
LUCAS PAVANATO DE OLIVEIRA;LUCAS PAVANATO;Deputado Estadual;30555;NOVO
LUCAS ROMERO DA SILVA;LUCAS ROMERO;Deputado Estadual;30700;NOVO
LUCAS PAVAN ZANATTA;LUCAS ZANATTA;Deputado Estadual;22550;PL
LUCCAS SANTOS DA CUNHA;LUCCAS SANTOS;Deputado Estadual;33000;PMN
LUCIA DE FATIMA SILVA ROSIM;LUCIA ROSIM;Deputado Estadual;20021;PSC
LUCIANA APARECIDA DE PAULA CARVALHO;LUCIANA CARVALHO;Deputado Estadual;35333;PMB
LUCIANA CRISTINA MENDES SANTOS;LUCIANA SANTOS;Deputado Estadual;23231;CIDADANIA
LUCIANA VEIGA DE PAULA;LUCIANA VEIGA;Deputado Estadual;70717;AVANTE
LUCIANO MARTINS CRUZ;LUCIANO;Deputado Estadual;36133;AGIR
LUCIANO RODRIGUES DE AQUINO;LUCIANO AQUINO;Deputado Estadual;55800;PSD
ANTONIO LUCIANO DO ROSARIO BARBOSA;LUCIANO BARBOSA;Deputado Estadual;90675;PROS
LUCIANO BATISTA;LUCIANO BATISTA;Deputado Estadual;77222;SOLIDARIEDADE
EDISON LUCIANO KLIMAN BENEDITO;LUCIANO KLIMAN;Deputado Estadual;14014;PTB
LUCIANO COSTA OLIVAN;LUCIANO OLIVAN;Deputado Estadual;70077;AVANTE
LUCIENE PEREIRA FRANCO;LUCIENE;Deputado Estadual;15451;MDB
LUCIMARA JANDOZZA CAVALCANTE;LUCIMARA JANDOZZA;Deputado Estadual;15444;MDB
LUCIAUREA CORREIA DOS SANTOS;LUCY;Deputado Estadual;11650;PP
LUCIVÂNIA PINHEIRO BARBOSA;LUH PINHEIRO;Deputado Estadual;11019;PP
LUIS JACINTO BARRETO;LUIS BARRETO;Deputado Estadual;35221;PMB
LUIS CARLOS MESSIAS;LUIS CARLOS;Deputado Estadual;90533;PROS
LUIS CARLOS FABIANI;LUIS FABIANI;Deputado Estadual;35305;PMB
LUIS FELIPE SILVEIRA AMANCIO TORELLA D'AVILA;LUIS FELIPE D´AVILA;Deputado Estadual;15019;MDB
LUIS GUILHERME PIRES;LUIS FREI;Deputado Estadual;30400;NOVO
LUIS FERNANDO ALVES DE LIMA SANTOS;LUIS LIMA;Deputado Estadual;40808;PSB
LUIS ALEXANDRE PINHEIRO;LUIS PINHEIRO;Deputado Estadual;35001;PMB
LUIS ANTONIO DE SOUZA;LUIS SOUZA;Deputado Estadual;19141;PODE
LUIS CARLOS DE SOUZA;LUISÃO CRUZ;Deputado Estadual;12377;PDT
LUIZ CARLOS DO ESPÍRITO SANTO;LUIZ CARLOS DO ESPÍRITO SANTO;Deputado Estadual;51556;PATRIOTA
LUIZ CARLOS DA COSTA VALLE;LUIZ CARLOS VALLE;Deputado Estadual;22144;PL
LUIZ HENRIQUE CIRILO;LUIZ CIRILO;Deputado Estadual;45678;PSDB
LUIZ CLAUDIO MARCOLINO;LUIZ CLAUDIO MARCOLINO;Deputado Estadual;13310;PT
LUIZ FERNANDO TEIXEIRA FERREIRA;LUIZ FERNANDO;Deputado Estadual;13134;PT
JOSÉ LUIZ ALVES NETO;LUIZ FIO;Deputado Estadual;33912;PMN
LUIZ CARLOS SILVA LEMOS;LUIZ LEMOS;Deputado Estadual;40200;PSB
LUIZ JOSÉ TEGAMI;LUIZ TEGAMI;Deputado Estadual;40008;PSB
LUISA DA SILVA FERNANDES;LUIZA FERNANDES;Deputado Estadual;43343;PV
LUIZ OTAVIO DA SILVA;LUIZÃO;Deputado Estadual;44234;UNIÃO
LUIZ CARLOS DE MORAES;LUIZINHO DA AUTO ESCOLA;Deputado Estadual;77400;SOLIDARIEDADE
LUCAS DE OLIVEIRA;LUKAS CUIABANO;Deputado Estadual;77700;SOLIDARIEDADE
LUZIA MARIA VIDICA CÂNDIDO;LUZIA VIDICA;Deputado Estadual;70456;AVANTE
LYGIA APARECIDA FAZIO DE OLIVEIRA;LYGIA FAZIO;Deputado Estadual;11550;PP
MARCIO DE ANDRADE LYRA;LYRA;Deputado Estadual;70920;AVANTE
MACIEL DOS SANTOS ROCHA;MACIEL DA ROCHA;Deputado Estadual;45111;PSDB
WILLAMS FERNANDES DA SILVA;MAD;Deputado Estadual;70014;AVANTE
MADALENA BARBOSA DE SIQUEIRA;MADALENA SIQUEIRA;Deputado Estadual;28379;PRTB
LUCINEIDE CRUZ ALVES;MÃE LUH D OYA;Deputado Estadual;12770;PDT
MIRELLE CRISTINA DE SOUZA BUENO;MÃE MIRELLE BUENO;Deputado Estadual;12307;PDT
ROSANE REZENDE LEANDRO;MÃE NANY;Deputado Estadual;51151;PATRIOTA
DANTE HENRIQUE MANTOVANI;MAESTRO DANTE MANTOVANI;Deputado Estadual;35123;PMB
MAGALI RABELLO ROCHA;MAGALI RABELLO;Deputado Estadual;12340;PDT
LUIZ CARLOS MAGESTO;MAGESTO;Deputado Estadual;77715;SOLIDARIEDADE
MAGNO ALVES DE OLIVEIRA;MAGNO ALVES;Deputado Estadual;36090;AGIR
MAÍRA MACHADO RODRIGUES;MAÍRA MACHADO;Deputado Estadual;16555;PSTU
MARIA JOSÉ GARCIA RAMOS;MAJO GARCIA;Deputado Estadual;28257;PRTB
EDSON ROBERTO ALOISIO;MAJOR ALOÍSIO;Deputado Estadual;28228;PRTB
EDSON RODRIGUES CARDOSO;MAJOR CARDOSO;Deputado Estadual;11511;PP
MARCUS LEVY ANDRADE ACOSTA;MAJOR LEVY;Deputado Estadual;44900;UNIÃO
DIMAS MECCA SAMPAIO;MAJOR MECCA;Deputado Estadual;22000;PL
ADEMAR FRANCISCO MARTINS NETO;MAJOR NETO;Deputado Estadual;10193;REPUBLICANOS
CARLOS RICARDO CEOLONI;MAJOR RICARDO CEOLONI;Deputado Estadual;14009;PTB
TIRSO DOS SANTOS JUNIOR;MAJOR TIRSO;Deputado Estadual;70142;AVANTE
MARIA DE LOURDES DO NASCIMENTO NUNES;MALU NUNES;Deputado Estadual;77241;SOLIDARIEDADE
MARCELO MAMBRINI;MAMBRINI DO PROERD;Deputado Estadual;28088;PRTB
CARLA DENISE BAPTISTA LEOPOLDO;MAMETO AJADAREUIN;Deputado Estadual;12723;PDT
ALAN FABRICIO DA SILVA;MANDATO COLETIVO RP;Deputado Estadual;70016;AVANTE
AMANDA COELHO MARZALL;MANDI MULHERES EM REBELDIA;Deputado Estadual;16123;PSTU
SILVIO DO CARMO CAMARGO;MANINHO 100% COMUNIDADE;Deputado Estadual;36100;AGIR
MANOEL DE SOUSA COELHO JUNIOR;MANOEL COELHO JAPONÊS;Deputado Estadual;33536;PMN
MANOEL LOPES FERREIRA JUNIOR;MANOEL ENÉAS JR;Deputado Estadual;14444;PTB
JUSSIMARA NUNES DE JESUS;MARA NUNES;Deputado Estadual;70234;AVANTE
MARCOS APARECIDO BARROS DE LIMA;MARCÃO DA EDUCAÇÃO;Deputado Estadual;20678;PSC
MARCELA REGINA RODRIGUES DA CUNHA;MARCELA CUNHA;Deputado Estadual;22424;PL
MARCELO THEODORO DE AGUIAR;MARCELO AGUIAR;Deputado Estadual;20000;PSC
MARCELO FORTES BARBIERI;MARCELO BARBIERI;Deputado Estadual;15678;MDB
MARCELO MENDES BINI;MARCELO BINI;Deputado Estadual;28400;PRTB
MARCELO DE MELLO CASSUCCI;MARCELO CASSUCCI;Deputado Estadual;12800;PDT
MARCELO COSTA DEL BOSCO AMARAL;MARCELO DEL BOSCO;Deputado Estadual;15345;MDB
MARCELO HERCOLIN;MARCELO HERCOLIN;Deputado Estadual;44580;UNIÃO
MARCELO FERREIRA KAWATOKO;MARCELO KAWATOKO;Deputado Estadual;40505;PSB
MARCELO PASQUALINO;MARCELO PASQUALINO;Deputado Estadual;29529;PCO
MARCELO PEREIRA;MARCELO PEREIRA;Deputado Estadual;27277;DC
MARCELO AFONSO PIMENTA;MARCELO PIMENTA;Deputado Estadual;12190;PDT
MARCELO REINA SILIANO;MARCELO REINA;Deputado Estadual;50133;PSOL
MARCELO CRISTIANO REIS;MARCELO REIS;Deputado Estadual;14088;PTB
MARCELO RIBEIRO DA SILVA;MARCELO RIBEIRO;Deputado Estadual;13650;PT
MARCELO DOS SANTOS ROLDAN;MARCELO ROLDAN;Deputado Estadual;50850;PSOL
MARCELO OLIVEIRA ROSADO;MARCELO ROSADO;Deputado Estadual;14046;PTB
MARCELO SQUASSONI;MARCELO SQUASSONI;Deputado Estadual;10800;REPUBLICANOS
MÁRCIA LOPES DE ARAUJO;MARCIA ARAÚJO;Deputado Estadual;33290;PMN
MÁRCIA DE FÁTIMA MORAIS;MÁRCIA DO GINÁSIO;Deputado Estadual;51013;PATRIOTA
MARCIA LENTZ;MARCIA LENTZ;Deputado Estadual;44350;UNIÃO
MARCIA APARECIDA OVEJANEDA LIA;MARCIA LIA;Deputado Estadual;13113;PT
MÁRCIA APARECIDA MENDES;MÁRCIA MENDES;Deputado Estadual;33312;PMN
MARCIA WALERIA NUNES DE OLIVEIRA DIAS;MARCIA NUNES;Deputado Estadual;35355;PMB
MARCIA REGINA QUINTANILHA;MARCIA QUINTANILHA;Deputado Estadual;65656;PC do B
MARCIA RAICHER;MARCIA RAICHER;Deputado Estadual;28018;PRTB
MARCIA VALÉRIA JACINTHO AZEVEDO;MARCIA VALÉRIA;Deputado Estadual;51400;PATRIOTA
